Model,Entity Type,Entity,Predicted,Actual
custom_person_model,PERSON,Fort Collins,1,0
custom_person_model,PERSON,Employment History,1,0
custom_person_model,PERSON,Cowell Elementary,1,0
custom_person_model,PERSON,John W. Smith,1,0
custom_person_model,EMAIL,jwsmith@colostate.edu,1,0
custom_person_model,ORG,Adult Care Experience • Determined,1,0
custom_person_model,ORG,• Oversaw,1,0
custom_person_model,ORG,Rainbow Special Care Center,1,0
custom_person_model,ORG,• Coordinated,1,0
custom_person_model,ORG,Education University,1,0
custom_person_model,ORG,• Assisted,1,0
custom_person_model,ORG,Early Childhood Development,1,0
custom_person_model,ORG,The Wesley Center,1,0
custom_person_model,ORG,Functional Resume Sample,1,0
custom_person_model,ORG,Elementary Education,1,0
custom_person_model,ORG,Little Rock,1,0
custom_person_model,ORG,Client Specialist,1,0
custom_person_model,PERSON,Precision Tool,1,0
custom_person_model,PERSON,Omaha NE,1,0
custom_person_model,PERSON,Volunteer Contributor,1,0
custom_person_model,PERSON,National Dean’s List,1,0
custom_person_model,PERSON,Relevant Coursework,1,0
custom_person_model,PERSON,ASP.NET Database,1,0
custom_person_model,PERSON,Alpha Chi Honor Societies,1,0
custom_person_model,PERSON,Language Skills,1,0
custom_person_model,PERSON,Receptionist,1,0
custom_person_model,PERSON,Computer Support,1,0
custom_person_model,PERSON,Frederick Street,1,0
custom_person_model,PERSON,C++,1,0
custom_person_model,PERSON,Visual C++,1,0
custom_person_model,PERSON,SQL,1,0
custom_person_model,PERSON,MS Word,1,0
custom_person_model,PERSON,Youth Soccer,1,0
custom_person_model,PERSON,Windows NT,1,0
custom_person_model,PERSON,Omaha,1,0
custom_person_model,PERSON,XML,1,0
custom_person_model,PERSON,Computer Lab,1,0
custom_person_model,PERSON,Relational Databases,1,0
custom_person_model,PERSON,Dean,1,0
custom_person_model,PERSON,Templates,1,0
custom_person_model,PERSON,West Telemarketing,1,0
custom_person_model,PERSON,Bellevue,1,0
custom_person_model,PERSON,4.00/4.00 Dean’s Scholar,1,0
custom_person_model,PERSON,Hastings Campus,1,0
custom_person_model,PERSON,Volunteer,1,0
custom_person_model,PERSON,W-2,1,0
custom_person_model,PERSON,Pi Gamma Mu,1,0
custom_person_model,PERSON,Worked,1,0
custom_person_model,PERSON,Northridge Drive,1,0
custom_person_model,PERSON,Altus,1,0
custom_person_model,PERSON,Problem Solving,1,0
custom_person_model,PERSON,QuickBooks,1,0
custom_person_model,PERSON,Healthy Relationships,1,0
custom_person_model,PERSON,Nebraska,1,0
custom_person_model,PERSON,Java,1,0
custom_person_model,PERSON,3.98/4.00 Dean’s Scholar,1,0
custom_person_model,PERSON,Bookkeeper,1,0
custom_person_model,PERSON,Bellevue NE,1,0
custom_person_model,PERSON,Dean’s Scholar,1,0
custom_person_model,PERSON,Formulated,1,0
custom_person_model,PERSON,Novell,1,0
custom_person_model,PERSON,Sales Associate,1,0
custom_person_model,PERSON,Hastings,1,0
custom_person_model,PERSON,HTML,1,0
custom_person_model,EMAIL,imasample5@xxx.com,1,0
custom_person_model,EMAIL,imasample7@xxx.com,1,0
custom_person_model,EMAIL,imasample8@xxx.com,1,0
custom_person_model,EMAIL,careerservices@bellevue.edu,1,0
custom_person_model,EMAIL,imasample2@xxx.com,1,0
custom_person_model,EMAIL,imasample1@xxx.com,1,0
custom_person_model,EMAIL,imasample10@xxxx.net,1,0
custom_person_model,EMAIL,imasample6@xxx.com,1,0
custom_person_model,EMAIL,imasample3@xxx.com,1,0
custom_person_model,EMAIL,imasample4@xxx.com,1,0
custom_person_model,EMAIL,imasample9@xxx.com,1,0
custom_person_model,ORG,the Career Services Center,1,0
custom_person_model,ORG,U.S. Savings Bond Drive,1,0
custom_person_model,ORG,Human Resources Intern,1,0
custom_person_model,ORG,PeopleSoft,1,0
custom_person_model,ORG,First United Methodist Church,1,0
custom_person_model,ORG,Crisis Center Inc & Family Violence Coalition,1,0
custom_person_model,ORG,Department of Defense,1,0
custom_person_model,ORG,Council Bluffs,1,0
custom_person_model,ORG,Human Services,1,0
custom_person_model,ORG,Outlook,1,0
custom_person_model,ORG,Access,1,0
custom_person_model,ORG,Chair,1,0
custom_person_model,ORG,Program Development Committee,1,0
custom_person_model,ORG,Guidance & Counseling Personality Theory,1,0
custom_person_model,ORG,Networking Bellevue University,1,0
custom_person_model,ORG,Customer Relations,1,0
custom_person_model,ORG,BS in Human & Social Service Administration,1,0
custom_person_model,ORG,the Center Employment Trainer,1,0
custom_person_model,ORG,Test Administrator,1,0
custom_person_model,ORG,MS Project PROFESSIONAL,1,0
custom_person_model,ORG,Operations Management Project Management Quality Management Mainframe,1,0
custom_person_model,ORG, Certified as Master Instructor,1,0
custom_person_model,ORG,Customer Service Supervisor,1,0
custom_person_model,ORG,Resume Wizards,1,0
custom_person_model,ORG,SMC,1,0
custom_person_model,ORG,Inc,1,0
custom_person_model,ORG,Computer Skills,1,0
custom_person_model,ORG,Applied Science in Communications Technology,1,0
custom_person_model,ORG,Nebraska Special Olympics,1,0
custom_person_model,ORG,Bergen Mercy Hospital,1,0
custom_person_model,ORG,Bachelor of Arts,1,0
custom_person_model,ORG,Management and Administration,1,0
custom_person_model,ORG,Programmer/Analyst,1,0
custom_person_model,ORG,Applied Science,1,0
custom_person_model,ORG,Metropolitan Community College,1,0
custom_person_model,ORG,Criminal Justice/Shelter Advocate,1,0
custom_person_model,ORG,Expected Graduation Date,1,0
custom_person_model,ORG,Bachelor of Science,1,0
custom_person_model,ORG,Bellevue University,1,0
custom_person_model,ORG,Science,1,0
custom_person_model,ORG,Bellevue University,1,0
custom_person_model,ORG,Operated IBM,1,0
custom_person_model,ORG,Database Systems SQL,1,0
custom_person_model,ORG,Union Pacific Railroad,1,0
custom_person_model,ORG,Summer Research Enrichment Program,1,0
custom_person_model,ORG,Bellevue University Computer Lab Newsletter,1,0
custom_person_model,ORG,Bellevue Boys Club,1,0
custom_person_model,ORG,Computer Programming Electronic Computer Programming Institute,1,0
custom_person_model,ORG,Behavioral and Social Sciences Student Organization,1,0
custom_person_model,ORG,Iowa Western Community College,1,0
custom_person_model,ORG,Human/Social Service Administration,1,0
custom_person_model,ORG,American Colleges,1,0
custom_person_model,ORG,Graduated Summa Cum Laude Dean,1,0
custom_person_model,ORG,Rehabilitation Specialist,1,0
custom_person_model,ORG,Data Analysis,1,0
custom_person_model,ORG,Calculus,1,0
custom_person_model,ORG,Society for Human Resources Management,1,0
custom_person_model,ORG,Digital,1,0
custom_person_model,ORG,MS Access,1,0
custom_person_model,ORG,Bellevue University Student Newspaper,1,0
custom_person_model,ORG,Hardware & Software,1,0
custom_person_model,ORG,3.84/4.00 Graduated,1,0
custom_person_model,ORG,Nebraska 68803,1,0
custom_person_model,ORG,Research Methods & Psychological Research Social,1,0
custom_person_model,ORG,Assisted the Center,1,0
custom_person_model,ORG,MS Access Applications,1,0
custom_person_model,ORG,Microsoft Word,1,0
custom_person_model,ORG,Relational Database Management Microcomputer Graphics/,1,0
custom_person_model,ORG, Inferential Statistics,1,0
custom_person_model,ORG,Varsity Baseball Team,1,0
custom_person_model,ORG,Mental Illness,1,0
custom_person_model,ORG,Stress Management,1,0
custom_person_model,ORG,Brushup Nebraska Paint,1,0
custom_person_model,ORG,Incentive Awards,1,0
custom_person_model,ORG,the Bellevue University Career Services Center,1,0
custom_person_model,ORG,Tiffany Square Care Center,1,0
custom_person_model,ORG,PL/SQL,1,0
custom_person_model,ORG,COMPUTER/TECHNICAL,1,0
custom_person_model,ORG,Linux Technical Support: Installation,1,0
custom_person_model,ORG,Student Intern,1,0
custom_person_model,ORG,Community College of,1,0
custom_person_model,ORG,Social Services,1,0
custom_person_model,ORG,MS Office,1,0
custom_person_model,ORG,GPA,1,0
custom_person_model,ORG,Information Systems,1,0
custom_person_model,ORG,Human Resources Administration,1,0
custom_person_model,ORG,American Business Women's Association,1,0
custom_person_model,ORG,University of Nebraska Medical Center,1,0
custom_person_model,ORG,Gold Star Chapter,1,0
custom_person_model,ORG,Computer Information Systems,1,0
custom_person_model,ORG,Writing Tutor and,1,0
custom_person_model,ORG,Bellevue University Student Advisory Council,1,0
custom_person_model,ORG,Advanced Microcomputer Applications,1,0
custom_person_model,ORG,The VUE,1,0
custom_person_model,ORG,Bellevue University Student Newspaper,1,0
custom_person_model,ORG,Squadron Operation Superintendent,1,0
custom_person_model,ORG,Public Relations Business Policy & Stretegy,1,0
custom_person_model,ORG,Omaha Public Power District,1,0
custom_person_model,ORG,the Air Force,1,0
custom_person_model,ORG,Women’s Health Services,1,0
custom_person_model,ORG,REFERENCE & TRANSCRIPT,1,0
custom_person_model,ORG,Supervisor,1,0
custom_person_model,ORG,Financial Systems,1,0
custom_person_model,ORG,Sales Associate & Machinist,1,0
custom_person_model,ORG,Financial Management,1,0
custom_person_model,ORG,Utilized TQM,1,0
custom_person_model,ORG,Marketing Business Communication,1,0
custom_person_model,ORG,Visual Basic,1,0
custom_person_model,ORG,Bellevue University,1,0
custom_person_model,ORG,Science in Management,1,0
custom_person_model,ORG,Greater NE Goodwill Industries,1,0
custom_person_model,ORG, Received Customer Service Satisfaction Award,1,0
custom_person_model,ORG,Information Systems Analysis,1,0
custom_person_model,ORG,United States Air Force,1,0
custom_person_model,ORG,Central Community College,1,0
custom_person_model,ORG,Bachelor of Science in Management of Human Resources,1,0
custom_person_model,ORG,VOLUNTEER/COMMUNITY,1,0
custom_person_model,ORG,Business Administration,1,0
custom_person_model,ORG,Customer Relations Technical,1,0
custom_person_model,ORG,Financial Accounting Development Program,1,0
custom_person_model,ORG,Bellevue NE Expected Graduation,1,0
custom_person_model,ORG,Linux Management & Design,1,0
custom_person_model,ORG,Publicity Committee,1,0
custom_person_model,ORG,Bishop Clarkson Hospital,1,0
custom_person_model,ORG, Recognized as Information Systems Employee,1,0
custom_person_model,ORG,IMA,1,0
custom_person_model,ORG,Bellevue University Student Chapter,1,0
custom_person_model,ORG,Emphasis: Business Administration,1,0
custom_person_model,ORG,PHP Scripting,1,0
custom_person_model,ORG,Intern-Market Research,1,0
custom_person_model,ORG,Bellevue University Student Chapter,1,0
custom_person_model,ORG,Accounting Coordinator,1,0
custom_person_model,ORG,Customer Service Representative,1,0
custom_person_model,ORG,Qualified Master Air Training Command Instructor,1,0
custom_person_model,ORG,Management Information Systems,1,0
custom_person_model,ORG,The Vue (20xx,1,0
custom_person_model,ORG,Central NE Goodwill Industries,1,0
custom_person_model,ORG,Lincoln Financial Group,1,0
custom_person_model,PERSON,Squash,1,0
custom_person_model,PERSON,• Worked,1,0
custom_person_model,PERSON,Matt Smith,1,0
custom_person_model,PERSON,Arduino,1,0
custom_person_model,PERSON,Developed,1,0
custom_person_model,PERSON,Jerome Fisher Program,1,0
custom_person_model,PERSON,Computer Skills,1,0
custom_person_model,PERSON,Soccer,1,0
custom_person_model,PERSON,Wharton Dean’s,1,0
custom_person_model,PERSON,Umm Suqeim,1,0
custom_person_model,PERSON,Penn,1,0
custom_person_model,PERSON,Pava,1,0
custom_person_model,PERSON,Head Boy,1,0
custom_person_model,PERSON,Java,1,0
custom_person_model,EMAIL,student@wharton.upenn.edu,1,0
custom_person_model,ORG,• School of Engineering,1,0
custom_person_model,ORG,Harnwell College House,1,0
custom_person_model,ORG,Wharton Small Business Development Center,1,0
custom_person_model,ORG,School Address,1,0
custom_person_model,ORG,Full Time Equivalents,1,0
custom_person_model,ORG,• SAT Scores,1,0
custom_person_model,ORG,UAE U-19 National Cricket Team,1,0
custom_person_model,ORG,UAE U-17 National Cricket Team Player,1,0
custom_person_model,ORG,Economics A*,1,0
custom_person_model,ORG,Microsoft Office,1,0
custom_person_model,ORG,Dubai College Cricket,1,0
custom_person_model,ORG,MVP DC Senior Team,1,0
custom_person_model,ORG,Permanent Address,1,0
custom_person_model,ORG,Captained Dubai College Senior Cricket Team,1,0
custom_person_model,ORG,• AS Levels,1,0
custom_person_model,ORG,Dubai College,1,0
custom_person_model,ORG,Computer Science,1,0
custom_person_model,ORG,List & Engineering,1,0
custom_person_model,ORG,The Wharton School,1,0
custom_person_model,ORG,Management and Technology Philadelphia,1,0
custom_person_model,ORG,Developed Excel,1,0
custom_person_model,ORG,• Cumulative GPA,1,0
custom_person_model,ORG,University of Pennsylvania,1,0
custom_person_model,ORG,11 Palm Lane,1,0
custom_person_model,ORG,Management & Technology Summer Institute,1,0
custom_person_model,ORG,MVP American College Cricket Ivy League Championship,1,0
custom_person_model,ORG,Penn Cricket Club,1,0
custom_person_model,ORG,Employed Stochastic Gradient Descent,1,0
custom_person_model,ORG,• Selected,1,0
custom_person_model,ORG,Penn • Coordinated,1,0
custom_person_model,PERSON,Worked,1,0
custom_person_model,PERSON,Philadelphia,1,0
custom_person_model,PERSON,Peoplesoft,1,0
custom_person_model,PERSON,Hospital Volunteer,1,0
custom_person_model,PERSON,Developed,1,0
custom_person_model,PERSON,Coordinated,1,0
custom_person_model,PERSON,Tissue Harvest,1,0
custom_person_model,PERSON,LEE BIO,1,0
custom_person_model,PERSON,Kaplan SAT,1,0
custom_person_model,PERSON,Kensington,1,0
custom_person_model,PERSON,Lymphoproliferation Assay,1,0
custom_person_model,PERSON,Hamilton Ave,1,0
custom_person_model,EMAIL,biostudent@sas.upenn.edu,1,0
custom_person_model,ORG,Intramuscular Immunizations,1,0
custom_person_model,ORG,Assisted House Board,1,0
custom_person_model,ORG,College of Arts,1,0
custom_person_model,ORG,University of Pennsylvania Fall,1,0
custom_person_model,ORG,University of Pennsylvania School of Medicine Spring,1,0
custom_person_model,ORG,Biological Basis of Behavior,1,0
custom_person_model,ORG,Amigos de las Americas,1,0
custom_person_model,ORG,King’s College London,1,0
custom_person_model,ORG,PA Department of Otorhinolaryngology,1,0
custom_person_model,ORG,Microsoft Office,1,0
custom_person_model,ORG,Retro-Orbital Bleeds,1,0
custom_person_model,ORG,Restriction Enzyme Digestion,1,0
custom_person_model,ORG,King’s Court,1,0
custom_person_model,ORG,Clinical Research,1,0
custom_person_model,ORG,MS Excel and,1,0
custom_person_model,ORG,Summer Missions Exposure,1,0
custom_person_model,ORG,House,1,0
custom_person_model,ORG,Inner-City,1,0
custom_person_model,ORG,Mentoring Program Coordinator,1,0
custom_person_model,ORG,Children’s Hospital,1,0
custom_person_model,ORG,University of Pennsylvania Philadelphia,1,0
custom_person_model,ORG,University of London,1,0
custom_person_model,ORG,English College House,1,0
custom_person_model,ORG,Journey Christian Fellowship,1,0
custom_person_model,PERSON,Cloud Computing,1,0
custom_person_model,PERSON,Ronald McDonald House,1,0
custom_person_model,PERSON,Flash,1,0
custom_person_model,PERSON,ANN TAYLOR LOFT,1,0
custom_person_model,PERSON,Volunteer January 2014 ‐,1,0
custom_person_model,PERSON,Shell Scripting,1,0
custom_person_model,PERSON,Algorithms,1,0
custom_person_model,PERSON,Skilled Programmer,1,0
custom_person_model,PERSON,Patricia Venti,1,0
custom_person_model,PERSON,Intro,1,0
custom_person_model,PERSON,Graduated Cum Laude,1,0
custom_person_model,PERSON,Wharton,1,0
custom_person_model,PERSON,Mobile Apps,1,0
custom_person_model,PERSON,Haskell,1,0
custom_person_model,PERSON,JavaScript,1,0
custom_person_model,PERSON,William Penn,1,0
custom_person_model,PERSON,Chestnut Street,1,0
custom_person_model,PERSON,Java,1,0
custom_person_model,PERSON,Ruby Significant,1,0
custom_person_model,PERSON,William Penn Academy,1,0
custom_person_model,PERSON,HTML,1,0
custom_person_model,EMAIL,patriciaventi@seas.upenn.edu,1,0
custom_person_model,ORG,CSS,1,0
custom_person_model,ORG,Networked Systems,1,0
custom_person_model,ORG,Data Structures/Algorithms,1,0
custom_person_model,ORG,Applied Science,1,0
custom_person_model,ORG,DIGITAL ONE,1,0
custom_person_model,ORG,Interactive Technology,1,0
custom_person_model,ORG,Long Distance Runner,1,0
custom_person_model,ORG,the College & Marketing,1,0
custom_person_model,ORG,Artificial Intelligence,1,0
custom_person_model,ORG,Big Data,1,0
custom_person_model,ORG,School of Engineering,1,0
custom_person_model,ORG,digital marketing &,1,0
custom_person_model,ORG,Consumer Psychology (Psychology,1,0
custom_person_model,ORG,• Created,1,0
custom_person_model,ORG,UNIVERSITY OF PENNSYLVANIA,1,0
custom_person_model,ORG,Social Networks,1,0
custom_person_model,ORG,Content Marketing Intern,1,0
custom_person_model,ORG,Networked & Social Systems,1,0
custom_person_model,ORG,Society of Women Engineers,1,0
custom_person_model,ORG,Academy Track & Field,1,0
custom_person_model,ORG,NY June 2018,1,0
custom_person_model,ORG,Mathematical Foundations,1,0
custom_person_model,ORG,• Contribute,1,0
custom_person_model,ORG,University of Pennsylvania,1,0
custom_person_model,ORG,• Organized,1,0
custom_person_model,ORG,PHP,1,0
custom_person_model,ORG,Dynamic Systems,1,0
custom_person_model,ORG,OpenStack,1,0
custom_person_model,ORG,Performance Marketing Department,1,0
custom_person_model,ORG,• Assembled,1,0
custom_person_model,PERSON,Git,1,0
custom_person_model,PERSON,Volunteer,1,0
custom_person_model,PERSON,Webmaster,1,0
custom_person_model,PERSON,AdWords,1,0
custom_person_model,PERSON,Ruby,1,0
custom_person_model,PERSON,JavaScript,1,0
custom_person_model,PERSON,Differential Equations,1,0
custom_person_model,PERSON,Linear Algebra,1,0
custom_person_model,PERSON,Penn,1,0
custom_person_model,PERSON,C++,1,0
custom_person_model,PERSON,Sofia B. Good,1,0
custom_person_model,PERSON,Vector Calculus,1,0
custom_person_model,PERSON,Java,1,0
custom_person_model,EMAIL,sofiagood@seas.upenn.edu,1,0
custom_person_model,ORG,School of Engineering & Applied Science – Philadelphia,1,0
custom_person_model,ORG,• Utilized Node.js,1,0
custom_person_model,ORG,Rehabilitation Robotics Lab,1,0
custom_person_model,ORG,Google Prediction API,1,0
custom_person_model,ORG,Tau Beta Pi,1,0
custom_person_model,ORG,CSS,1,0
custom_person_model,ORG,• Developed,1,0
custom_person_model,ORG,Product/Tech Intern,1,0
custom_person_model,ORG,• Formalized,1,0
custom_person_model,ORG,Programming Languages & Techniques,1,0
custom_person_model,ORG,HTML/CSS,1,0
custom_person_model,ORG,Walnut Street • Philadelphia,1,0
custom_person_model,ORG,ABC,1,0
custom_person_model,ORG,HONORS & ACTIVITIES,1,0
custom_person_model,ORG,Linux/Python,1,0
custom_person_model,ORG,Operating Systems,1,0
custom_person_model,ORG,• Conducted,1,0
custom_person_model,ORG,• Wrote,1,0
custom_person_model,ORG,LEADERSHIP & VOLUNTEER,1,0
custom_person_model,ORG,Tau Beta Pi Engineering Honor Society,1,0
custom_person_model,ORG,Data Structures,1,0
custom_person_model,ORG,• Launched Google+ Stories,1,0
custom_person_model,ORG,• Collaborated,1,0
custom_person_model,ORG,West Chester Health System,1,0
custom_person_model,ORG,Computer Science,1,0
custom_person_model,ORG,Intro CS Tutor,1,0
custom_person_model,ORG,• Elected Social Chair,1,0
custom_person_model,ORG,PennApps | Education Tech Web Application,1,0
custom_person_model,ORG,Private Piano Tutor,1,0
custom_person_model,ORG,• Serve as Corresponding,1,0
custom_person_model,ORG,University of Pennsylvania,1,0
custom_person_model,ORG,• Tutored,1,0
custom_person_model,ORG,HTML,1,0
custom_person_model,ORG,Next Tech,1,0
custom_person_model,ORG,IBM BlueMix,1,0
custom_person_model,ORG,• Created,1,0
custom_person_model,PERSON,Babysitter,1,0
custom_person_model,PERSON,Hammond,1,0
custom_person_model,PERSON,GPA:3.1,1,0
custom_person_model,PERSON,May,1,0
custom_person_model,PERSON,Volleyball Representative,1,0
custom_person_model,EMAIL,First.lastname@selu.edu,1,0
custom_person_model,ORG,Microsoft Word,1,0
custom_person_model,ORG,Southeastern Louisiana University,1,0
custom_person_model,ORG,SoutheasternLouisiana University,1,0
custom_person_model,ORG,Student-Athlete AdvisoryCommittee,1,0
custom_person_model,ORG,YourRole/Position,1,0
custom_person_model,ORG,SLU Food Services,1,0
custom_person_model,ORG,MicrosoftPowerPointand Excel,1,0
custom_person_model,ORG,CERTIFICATIONS &SKILLS,1,0
custom_person_model,ORG,Parksand Recreation,1,0
custom_person_model,ORG,Basketball CampCoach/Coordinator,1,0
custom_person_model,ORG,LEADERSHIPEXPERIENCE Student Athlete,1,0
